0000002460;scans;0000000046;DataLength
"header";0000000028;"lines"
"Date";2021-01-25;"Time";15:05:22
"ID";"HAL RC PIC-RGA 301 #15598";"Version";3
"Scans";2
"Scan ID";"Mode";"Input";"Scanned";"Start";"Stop";"Increment";"Dwell";"Settle";"RS";"RelSEM"
"Scan 1";"RGA";"SEM";"mass";284,00;284,00;0,01;200,000;100,000%;1,000000;1,000000;
"Scan 2";"RGA";"Temperature";"none";284,00;284,00;0,01;100,000%;100,000%;1,000000;1,000000;
"Environment";
"Global";"RGA"
"CRV_range";7;"c/s"
"CRV_resolution";6;"bits"
"F1";1;"( 1 = on, 0 = off )"
"F2";0;"( 1 = on, 0 = off )"
"cage";3,0;"V"
"delta-m";0;"%"
"discriminator";-10;"%"
"electron-energy";38,0;"V"
"emission";700,000;"uA"
"focus";-90;"V"
"gate_delay";0,1;"uS"
"gate_width";0,0;"uS"
"gating";0;"( 1 = on, 0 = off )"
"gating_invert";0;"( 0 = high/rise, 1 = low/fall)"
"mass";5,50;"amu"
"mode-change-delay";1000;"ms"
"multiplier";1800;"V"
"resolution";-100;"%"
"Data";2
"Time";"ms";"DHTA+";"Temperatura";
00:00:01;      1361;          0;   100,4228;
00:00:01;      1694;          0;   100,5511;
00:00:02;      2028;          0;   100,4870;
00:00:02;      2361;          0;   100,5511;
00:00:02;      2694;          0;   102,2824;
00:00:03;      3028;          0;   104,5268;
00:00:03;      3361;          0;   106,1941;
00:00:03;      3694;          0;   107,2842;
00:00:04;      4028;          0;   107,6048;
00:00:04;      4361;          0;   107,9254;
00:00:04;      4694;          0;   108,5025;
00:00:05;      5028;          0;   108,1178;
00:00:05;      5361;          0;   108,1819;
00:00:05;      5694;          0;   108,6949;
00:00:06;      6028;          0;   108,8873;
00:00:06;      6361;          0;   109,3362;
00:00:06;      6694;          0;   109,2720;
00:00:07;      7028;          0;   109,5927;
00:00:07;      7361;          0;   109,9774;
00:00:07;      7694;          0;   110,4904;
00:00:08;      8028;          0;   110,6187;
00:00:08;      8361;          0;   110,2339;
00:00:08;      8694;          0;   110,4904;
00:00:09;      9028;          0;   109,7850;
00:00:09;      9361;          0;   109,1438;
00:00:09;      9694;          0;   109,5285;
00:00:10;     10028;          0;   110,2980;
00:00:10;     10361;          0;   110,5545;
00:00:10;     10694;          0;   111,2599;
00:00:11;     11028;          0;   111,0675;
00:00:11;     11361;          0;   110,6187;
00:00:11;     11694;          0;   110,1057;
00:00:12;     12028;          0;   109,9774;
00:00:12;     12361;          0;   109,8492;
00:00:12;     12694;          0;   109,5927;
00:00:13;     13028;          0;   109,3362;
00:00:13;     13361;          0;   109,7850;
00:00:13;     13694;          0;   110,1057;
00:00:14;     14028;          0;   109,5927;
00:00:14;     14361;          0;   109,8492;
00:00:14;     14694;          0;   110,2339;
00:00:15;     15028;          0;   109,9133;
00:00:15;     15361;          0;   109,5927;
00:00:15;     15694;          0;   109,0155;
00:00:16;     16028;          0;   109,2079;
00:00:16;     16361;          0;   109,9774;
00:00:16;     16694;          0;   109,9774;
00:00:17;     17028;          0;   110,0415;
00:00:17;     17361;          0;   110,4904;
00:00:17;     17694;          0;   110,2980;
00:00:18;     18028;          0;   110,4904;
00:00:18;     18361;          0;   110,3622;
00:00:18;     18694;          0;   110,1698;
00:00:19;     19028;          0;   110,1698;
00:00:19;     19361;          0;   109,9133;
00:00:19;     19694;          0;   110,1057;
00:00:20;     20028;          0;   110,0415;
00:00:20;     20361;          0;   110,0415;
00:00:20;     20694;          0;   110,4263;
00:00:21;     21028;          0;   110,4904;
00:00:21;     21361;          0;   737,5023;
00:00:21;     21694;          0;  1154,4415;
00:00:22;     22028;          0;  1259,4779;
00:00:22;     22361;          0;   961,0413;
00:00:22;     22694;          0;   322,6151;
00:00:23;     23028;          0;   164,2911;
00:00:23;     23361;          0;   124,7902;
00:00:23;     23694;          0;   115,1074;
00:00:24;     24028;          0;   112,7989;
00:00:24;     24361;          0;   112,6065;
00:00:24;     24694;          0;   112,3500;
00:00:25;     25028;          0;   112,5424;
00:00:25;     25361;          0;   113,0554;
00:00:25;     25694;          0;   113,5684;
00:00:26;     26028;          0;   113,6967;
00:00:26;     26361;          0;   113,6967;
00:00:26;     26694;          0;   113,7608;
00:00:27;     27028;          0;   113,6967;
00:00:27;     27361;          0;   113,6967;
00:00:27;     27694;          0;   113,7608;
00:00:28;     28028;          0;   113,6325;
00:00:28;     28361;          0;   113,8249;
00:00:28;     28694;          0;   114,4020;
00:00:29;     29028;          0;   114,6585;
00:00:29;     29361;          0;   661,6427;
00:00:29;     29694;          0;  1136,4224;
00:00:30;     30028;          0;  1254,7326;
00:00:30;     30361;          0;   495,8802;
00:00:30;     30694;          0;   215,3985;
00:00:31;     31028;          0;   144,4765;
00:00:31;     31361;          0;   127,0346;
00:00:31;     31694;          0;   122,1611;
00:00:32;     32028;          0;   120,8786;
00:00:32;     32361;          0;   120,8145;
00:00:32;     32694;          0;   120,3656;
00:00:33;     33028;          0;   120,4939;
00:00:33;     33361;          0;   121,0069;
00:00:33;     33694;          0;   121,1993;
00:00:34;     34028;          0;   121,3275;
00:00:34;     34361;          0;   121,6481;
00:00:34;     34694;          0;   121,7764;
00:00:35;     35028;          0;   122,4817;
00:00:35;     35361;          0;   123,1230;
00:00:35;     35694;          0;   123,2512;
00:00:36;     36028;          0;   123,8284;
00:00:36;     36361;          0;   124,6620;
00:00:36;     36694;          0;   125,0467;
00:00:37;     37028;          0;   125,6239;
00:00:37;     37361;          0;   125,7521;
00:00:37;     37694;          0;   125,9445;
00:00:38;     38028;          0;   126,5216;
00:00:38;     38361;          0;   126,9064;
00:00:38;     38694;          0;   127,0987;
00:00:39;     39028;          0;   127,7400;
00:00:39;     39361;          0;   128,1247;
00:00:39;     39694;          0;   128,5736;
00:00:40;     40028;          0;   129,2790;
00:00:40;     40361;          0;   129,3431;
00:00:40;     40694;          0;   129,7278;
00:00:41;     41028;          0;   130,1767;
00:00:41;     41361;          0;   130,4973;
00:00:41;     41694;          0;   131,0103;
00:00:42;     42028;          0;   131,6516;
00:00:42;     42361;          0;   132,0363;
00:00:42;     42694;          0;   132,2928;
00:00:43;     43028;          0;   132,8700;
00:00:43;     43361;          0;   133,1265;
00:00:43;     43694;          0;   133,3188;
00:00:44;     44028;          0;   133,7677;
00:00:44;     44361;          0;   134,8578;
00:00:44;     44694;          0;   135,1785;
00:00:45;     45028;          0;   135,8197;
00:00:45;     45361;          0;   135,9480;
00:00:45;     45694;          0;   136,5892;
00:00:46;     46028;          0;   136,9739;
00:00:46;     46361;          0;   137,4228;
00:00:46;     46694;          0;   137,4228;
00:00:47;     47028;          0;   137,7434;
00:00:47;     47361;          0;   138,3206;
00:00:47;     47694;          0;   138,7053;
00:00:48;     48028;          0;   138,8977;
00:00:48;     48361;          0;   139,6031;
00:00:48;     48694;          0;   140,1161;
00:00:49;     49028;          0;   140,5649;
00:00:49;     49361;          0;   140,9497;
00:00:49;     49694;          0;   141,2062;
00:00:50;     50028;          0;   141,5909;
00:00:50;     50361;          0;   141,9757;
00:00:50;     50694;          0;   141,9757;
00:00:51;     51028;          0;   142,6810;
00:00:51;     51361;          0;   143,0658;
00:00:51;     51694;          0;   143,0658;
00:00:52;     52028;          0;   143,2582;
00:00:52;     52361;          0;   143,1940;
00:00:52;     52694;          0;   143,6429;
00:00:53;     53028;          0;   143,7712;
00:00:53;     53361;          0;   144,1559;
00:00:53;     53694;          0;   144,4765;
00:00:54;     54028;          0;   144,6048;
00:00:54;     54361;          0;   145,0537;
00:00:54;     54694;          0;   145,2460;
00:00:55;     55028;          0;   145,4384;
00:00:55;     55361;          0;   145,8873;
00:00:55;     55694;          0;   146,0797;
00:00:56;     56028;          0;   146,5285;
00:00:56;     56361;          0;   146,7850;
00:00:56;     56694;          0;   147,2339;
00:00:57;     57028;          5;   147,6187;
00:00:57;     57361;          0;   147,6828;
00:00:57;     57694;          0;   148,1317;
00:00:58;     58028;          0;   148,3240;
00:00:58;     58361;          0;   148,5164;
00:00:58;     58694;          0;   148,9653;
00:00:59;     59028;          0;   149,1577;
00:00:59;     59361;          0;   149,4783;
